id,region,address,developer,lat,lon,class_desc,plan_ready100perc_date,flats,square,object_problem,wall_material,transport_dist_index,infrastructure_index,parking_count,energy_eff,floors,ceiling_height,price_avg,guest_parking_count
7723,78,"г Санкт-Петербург, район Московский, шоссе Пулковское",КВС-ЮГ,59.8219,30.3293,Комфорт,2019-11-26,316.0,14038.49,0,Монолит-кирпич,3.0,6,0.0,A+,24.0,,,
32907,78,"г Санкт-Петербург, район Московский, ул Благодатная, д. 57, литера А",КВС. НЕДВИЖИМОСТЬ,59.8754,30.3342,Бизнес,2022-01-11,150.0,11158.82,0,Монолит-кирпич,9.0,8,41.0,A,10.0,"2,91 - 3,15",179177.0,0.0
24675,78,"г Санкт-Петербург, ул Центральная (Детскосельский)",КОМБИНАТ СТРОИТЕЛЬНЫХ МЕТАЛЛОИЗДЕЛИЙ,59.733,30.4744,Типовой,2019-06-03,797.0,2520.8,0,Монолит-кирпич,1.0,8,0.0,C,6.0,,,
5423,78,"п Парголово, пр-кт Энгельса, д. 174, литера А",КОМПАНИЯ СОЛ,60.0714,30.3425,Комфорт,2022-12-31,0.0,0.0,0,Монолит-кирпич,5.0,7,0.0,C,21.0,,85468.0,38.0
19612,78,"г Санкт-Петербург, улица Типанова, д. 21, литера А",КОНЦЕРН ПИТЕР,59.8532,30.3407,Бизнес,2021-01-19,1137.0,61528.02,0,Монолит-кирпич,8.0,9,588.0,A,25.0,"2,91",129682.0,25.0
24864,78,"г Санкт-Петербург, улица Байконурская, д. 22, строение 1",КОРТ,60.0112,30.2774,Другое,2019-05-13,0.0,0.0,0,Монолит-кирпич,7.0,10,0.0,D,4.0,,,
25459,78,г Санкт-Петербург,КУРДОНЕР,59.9068,30.3222,Комфорт,2021-03-29,0.0,0.0,0,Другое,9.0,9,0.0,B,14.0,,171142.0,19.0
25460,78,г Санкт-Петербург,КУРДОНЕР,59.9068,30.3222,Комфорт,2021-03-29,0.0,0.0,0,Другое,9.0,9,13.0,Не нормируется,14.0,,199772.0,18.0
16896,78,"г Сестрорецк, улица Максима Горького, д. 2, строение литера О",КУРОРТНЫЙ,60.1139,29.9505,Бизнес,2020-11-12,0.0,0.0,0,Другое,,1,0.0,Не нормируется,6.0,,132638.0,
16899,78,"г Сестрорецк, улица Максима Горького, д. 2",КУРОРТНЫЙ,60.1139,29.9548,Элитный,2020-11-09,0.0,0.0,0,Монолит-кирпич,,2,0.0,Не нормируется,6.0,,158263.0,0.0
16897,78,"г Сестрорецк, улица Максима Горького, д. 2, строение литера В",КУРОРТНЫЙ,60.114,29.955,Бизнес,2020-11-12,0.0,0.0,0,Другое,,2,0.0,A,6.0,,140364.0,
19896,78,"г Санкт-Петербург, прспект Дальневосточный, д. 12, корпус 2, строение 1",ЛЕГЕНДА ДАЛЬНЕВОСТОЧНОГО,59.9137,30.4384,Комфорт,2018-12-10,627.0,39321.0,0,Другое,7.0,9,156.0,B,14.0,,,
18170,78,"г Санкт-Петербург, шоссе Петергофское",ЛЕГЕНДА ИНВЕСТ,59.8583,30.1495,Комфорт,2021-09-28,525.0,33312.46,0,Другое,2.0,8,482.0,B,24.0,"2,7",144260.0,0.0
18145,78,"г Санкт-Петербург, шоссе Петергофское",ЛЕГЕНДА ИНВЕСТ,59.8583,30.1495,Комфорт,2020-12-30,588.0,33312.46,0,Другое,2.0,8,485.0,B,24.0,"2,7",128211.0,0.0
19893,78,"г Санкт-Петербург, проспект Институтский, д. 16, литера А, корпус 1",ЛЕГЕНДА ИНСТИТУТСКОГО,60.0025,30.3463,Элитный,2021-12-30,109.0,14480.31,0,Другое,8.0,9,171.0,A,23.0,"3,01 - 3,33",256003.0,11.0
19899,78,"г Санкт-Петербург, проспект Комендантский, д. 58, корпус 1, строение 1",ЛЕГЕНДА КОМЕНДАНТСКОГО,60.0332,30.228,Комфорт,2018-12-10,1008.0,49423.1,0,Другое,3.0,9,582.0,B,27.0,,,
19917,78,"г Санкт-Петербург, проспект Комендантский",ЛЕГЕНДА КОМЕНДАНТСКОГО,60.0308,30.2308,Комфорт,2020-11-06,168.0,13822.0,0,Другое,6.0,9,0.0,B,27.0,"2,7",134492.0,0.0
19912,78,"г Санкт-Петербург, проспект Комендантский",ЛЕГЕНДА КОМЕНДАНТСКОГО,60.0315,30.23,Комфорт,2020-11-06,336.0,17438.0,0,Другое,5.0,9,0.0,B,27.0,"2,7",130284.0,0.0
37016,78,"г Санкт-Петербург, пр-кт Малоохтинский, д. 68",СПЕЦИАЛИЗИРОВАННЫЙ ЗАСТРОЙЩИК ЛЕГЕНДА МАЛООХТИНСКОГО,59.9301,30.4011,Бизнес,2023-12-31,918.0,61811.0,0,Другое,10.0,10,460.0,B,11.0,3,269176.0,0.0
26805,78,"г Санкт-Петербург, проспект Московский, д. 65, литера Литера А",ЛЕГЕНДА МОСКОВСКОГО,59.9072,30.3177,Бизнес,2022-06-30,411.0,36378.0,0,Другое,10.0,9,570.0,B,10.0,"2,98 - 3,43",215316.0,0.0
33593,78,"г Санкт-Петербург, район Пушкинский р-он, поселок Шушары, пулковское Участок 432, корпус 1",ЛЕДА,59.7565,30.3691,Типовой,2023-09-30,65.0,3854.7,0,Монолит-кирпич,3.0,2,0.0,B,6.0,"2,92",69329.0,90.0
33595,78,"г Санкт-Петербург, район Поселок Шушары, пулковское Участок 432, корпус 3",ЛЕДА,59.7566,30.3693,Типовой,2023-09-30,68.0,4094.5,0,Кирпич,3.0,2,0.0,B,6.0,"2,92",67507.0,90.0
33594,78,"г Санкт-Петербург, район Поселок Шушары, пулковское Участок 432, корпус 2",ЛЕДА,59.7568,30.3688,Типовой,2023-09-30,63.0,3833.4,0,Монолит-кирпич,3.0,2,0.0,B,6.0,"2,92",69996.0,90.0
13918,78,"г Санкт-Петербург, ул Социалистическая, д. 21",ЛЕНДГРАНД,59.9202,30.3459,Бизнес,2020-03-06,0.0,0.0,0,Другое,9.0,10,0.0,B,11.0,,143084.0,
11943,78,"г Санкт-Петербург, проспект Лиговский, д. 232, корпус Литера А",ЛИГА ДЕВЕЛОПМЕНТ,59.9063,30.3453,Бизнес,2020-12-29,830.0,46889.58,0,Монолит-кирпич,9.0,9,501.0,B,12.0,"2,7 - 3,3",115312.0,27.0
21813,78,"г Санкт-Петербург, бульвар Серебристый",ЛИДЕР,60.0062,30.2828,Бизнес,2018-12-28,102.0,5556.5,0,Другое,6.0,10,82.0,B,20.0,,,
26415,78,"г Санкт-Петербург, шоссе Московское",ЛИДЕР-88,59.8298,30.3463,Комфорт,2018-12-24,442.0,18579.82,0,Монолит-кирпич,4.0,7,100.0,B,18.0,,90829.0,
26010,78,"г Санкт-Петербург, улица Среднерогатская, д. 8, корпус 1, строение 1",ЛИДЕР-88,59.8271,30.3373,Комфорт,2017-07-28,134.0,6488.45,0,Монолит-кирпич,3.0,7,0.0,C,23.0,,,
6974,78,"г Санкт-Петербург, район Выборгский, проспект Просвещения, д. 43, литера А",ЛП,60.0442,30.363,Комфорт,2021-12-20,990.0,57061.04,0,Монолит-кирпич,7.0,10,0.0,B,27.0,"2,65 - 2,7",137424.0,35.0
6975,78,"г Санкт-Петербург, район Выборгский, Проспект Просвещения, д. 43, литера А",ЛП,60.0445,30.3598,Комфорт,2023-12-31,1111.0,58613.5,0,Монолит-кирпич,7.0,10,0.0,B,27.0,"2,65 - 2,7",143400.0,34.0
18146,78,"г Санкт-Петербург, район Выборгский, проспект Просвещения, д. 43, литера А",ЛП,60.0428,30.3602,Комфорт,2023-12-31,637.0,33489.6,0,Монолит-кирпич,7.0,10,0.0,B,26.0,"2,5",142533.0,0.0
12377,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9335,30.1901,Бизнес,2024-09-30,1226.0,67960.0,0,Другое,8.0,2,0.0,D,18.0,"2,85 - 3,5",257944.0,58.0
6952,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0205,30.4713,Комфорт,2022-12-31,256.0,8284.64,0,Панель,6.0,3,0.0,B,18.0,"2,56",145735.0,0.0
22365,78,"г Санкт-Петербург, наб Октябрьская",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8986,30.446,Комфорт,2018-12-25,218.0,13014.7,0,Другое,9.0,8,0.0,D,23.0,,84668.0,
22793,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0364,30.4538,Комфорт,2018-12-12,186.0,9437.73,0,Другое,3.0,8,0.0,B,22.0,,73421.0,
22248,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0084,30.481,Комфорт,2019-12-10,299.0,17252.2,0,Другое,7.0,2,0.0,B,23.0,,68070.0,
22361,78,"г Санкт-Петербург, набережная Октябрьская, д. 40, литера Г2, корпус 2",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9008,30.4455,Комфорт,2019-12-30,731.0,36955.2,0,Другое,5.0,8,0.0,D,24.0,,86681.0,
22059,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.035,30.4544,Комфорт,2018-12-24,242.0,10230.0,0,Другое,4.0,8,0.0,D,24.0,,,
6953,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0194,30.4747,Комфорт,2022-12-31,641.0,17552.69,0,Панель,6.0,3,0.0,B,18.0,"2,55 - 2,58",146089.0,25.0
20661,78,"г Санкт-Петербург, проспект Орлово-Денисовский",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0528,30.268,Комфорт,2021-12-30,341.0,10491.8,0,Другое,5.0,3,0.0,B,26.0,"2,55 - 2,68",118121.0,5.0
22251,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.01,30.4802,Комфорт,2020-08-03,0.0,0.0,0,Другое,7.0,2,0.0,Не нормируется,5.0,,,
7692,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0188,30.4769,Комфорт,2025-12-31,0.0,0.0,0,Другое,6.0,2,0.0,Не нормируется,4.0,,,0.0
22267,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.009,30.4801,Комфорт,2018-12-11,243.0,10707.0,0,Другое,7.0,2,0.0,A,26.0,,65340.0,
7699,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0209,30.4702,Комфорт,2025-12-31,0.0,0.0,0,Другое,6.0,4,0.0,Не нормируется,5.0,,,0.0
12059,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0016,30.4842,Комфорт,2023-09-30,672.0,21451.6,0,Другое,6.0,2,0.0,D,26.0,"2,6 - 2,69",162886.0,131.0
22867,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0361,30.2485,Комфорт,2017-12-21,583.0,23809.4,0,Другое,3.0,8,0.0,Не нормируется,26.0,,,
22318,78,"г Санкт-Петербург, ш Московское, д. 3, литера Д",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8341,30.3325,Комфорт,2017-12-13,89.0,7978.0,0,Другое,5.0,8,0.0,Не нормируется,16.0,,,
33434,78,"г Санкт-Петербург, проспект Маршала Блюхера, д. 12, литера АШ",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9822,30.3776,Комфорт,2018-12-19,1064.0,58828.9,0,Другое,,8,0.0,B,26.0,"2,66 - 2,68",92121.0,0.0
45755,78,"г Санкт-Петербург, улица Ремесленная, д. 17",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9571,30.2665,Элитный,2023-12-31,641.0,32655.0,0,Другое,5.0,9,0.0,B,10.0,"2,98 - 3,13",,40.0
6940,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.02,30.4733,Комфорт,2024-12-31,0.0,0.0,0,Другое,6.0,3,0.0,Не нормируется,5.0,,,0.0
6539,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0405,30.2551,Комфорт,2020-11-12,0.0,0.0,0,Другое,2.0,7,0.0,Не нормируется,4.0,,8784.0,0.0
22281,78,"г Санкт-Петербург, пр-кт Маршала Блюхера",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9861,30.3873,Комфорт,2017-11-10,395.0,20453.3,0,Другое,8.0,10,0.0,Не нормируется,26.0,,,
20679,78,"г Санкт-Петербург, Улица Крыленко, д. 8, литера Б, Е",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8983,30.4577,Комфорт,2023-12-31,387.0,17523.4,0,Другое,8.0,9,0.0,A,27.0,"2,54",148895.0,31.0
20660,78,"г Санкт-Петербург, проспект Орлово-Денисовский",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0528,30.2686,Комфорт,2021-12-30,244.0,9981.1,0,Другое,5.0,3,0.0,B,15.0,"2,55 - 2,68",108510.0,16.0
22250,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0096,30.4802,Комфорт,2019-12-10,448.0,20950.1,0,Другое,7.0,2,0.0,B,23.0,,69335.0,
20690,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0227,30.4719,Комфорт,2020-12-29,248.0,12178.21,0,Другое,6.0,5,0.0,B,26.0,"2,56",83106.0,46.0
22896,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.869,30.1557,Комфорт,2018-10-24,0.0,0.0,0,Другое,2.0,7,0.0,Не нормируется,7.0,,9019.0,
10119,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0049,30.4854,Комфорт,2020-12-28,580.0,16165.9,0,Другое,6.0,2,0.0,D,26.0,"2,59 - 2,69",76530.0,0.0
15003,78,"г Санкт-Петербург, проспект Пискаревский, д. 145, литера А, корпус 3",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0022,30.4497,Комфорт,2021-12-02,72.0,3087.0,0,Другое,7.0,5,0.0,C,14.0,"2,59",104485.0,7.0
22318,78,"г Санкт-Петербург, ш Московское, д. 3, литера Д",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8341,30.3325,Комфорт,2017-12-13,89.0,7978.0,0,Другое,5.0,8,0.0,Не нормируется,16.0,,,
22869,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0364,30.2488,Комфорт,2017-12-21,0.0,0.0,0,Другое,2.0,8,0.0,Не нормируется,6.0,,,
22896,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.869,30.1557,Комфорт,2018-10-24,0.0,0.0,0,Другое,2.0,7,0.0,Не нормируется,7.0,,9019.0,
7694,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0184,30.4752,Комфорт,2025-12-31,0.0,0.0,0,Другое,6.0,3,0.0,Не нормируется,5.0,,,0.0
22362,78,"г Санкт-Петербург, наб Октябрьская, д. 40, литера Г2, корпус 2",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9003,30.4446,Комфорт,2019-12-30,419.0,24580.3,0,Другое,9.0,8,0.0,D,23.0,,86342.0,
22842,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0396,30.2546,Комфорт,2018-12-20,206.0,10305.94,0,Другое,3.0,7,0.0,D,26.0,,,
22890,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0283,30.4544,Комфорт,2017-10-31,213.0,10431.4,0,Другое,3.0,8,0.0,B,25.0,,,
20690,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0227,30.4719,Комфорт,2020-12-29,248.0,12178.21,0,Другое,6.0,5,0.0,B,26.0,"2,56",83106.0,46.0
10119,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0049,30.4854,Комфорт,2020-12-28,580.0,16165.9,0,Другое,6.0,2,0.0,D,26.0,"2,59 - 2,69",76530.0,0.0
14987,78,"г Санкт-Петербург, проспект Пискаревский, д. 145, литера А, корпус 3",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.002,30.4512,Комфорт,2021-12-01,115.0,4870.0,0,Другое,7.0,5,0.0,C,14.0,"2,55 - 2,59",103531.0,9.0
9679,78,"г Санкт-Петербург, проспект Петровский, д. 11, литера А",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9624,30.2601,Элитный,2021-11-10,212.0,25580.0,0,Другое,9.0,8,0.0,B,11.0,"2,98 - 3,8",225372.0,8.0
22312,78,"г Санкт-Петербург, ул Савушкина",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9824,30.2256,Бизнес,2017-12-15,0.0,0.0,0,Другое,5.0,8,1.0,Не нормируется,9.0,,,
9694,78,"г Санкт-Петербург, набережная Октябрьская, д. 42",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8985,30.4497,Комфорт,2021-12-27,0.0,0.0,0,Другое,9.0,8,0.0,Не нормируется,4.0,,,0.0
14229,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0044,30.4844,Комфорт,2024-09-30,692.0,21037.9,0,Другое,6.0,2,0.0,D,26.0,"2,55 - 2,68",139530.0,32.0
7701,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0219,30.471,Комфорт,2025-12-31,131.0,5632.6,0,Панель,6.0,5,0.0,D,23.0,"2,56 - 2,59",133720.0,0.0
6943,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0187,30.4758,Комфорт,2023-12-31,816.0,22564.08,0,Панель,6.0,3,0.0,D,26.0,"2,56",147448.0,0.0
45755,78,"г Санкт-Петербург, улица Ремесленная, д. 17",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9571,30.2665,Элитный,2023-12-31,641.0,32655.0,0,Другое,5.0,9,0.0,B,10.0,"2,98 - 3,13",,40.0
14230,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0029,30.4813,Комфорт,2025-12-31,0.0,0.0,0,Другое,7.0,2,0.0,Не нормируется,7.0,,,0.0
10064,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.004,30.4792,Комфорт,2022-12-31,924.0,29255.6,0,Другое,7.0,3,0.0,D,24.0,"2,6 - 2,69",121945.0,32.0
22368,78,"г Санкт-Петербург, наб Октябрьская",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8992,30.4485,Комфорт,2022-01-20,0.0,0.0,0,Другое,9.0,8,0.0,Не нормируется,7.0,,,
22371,78,"г Санкт-Петербург, набережная Октябрьская, д. 42",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8981,30.4482,Комфорт,2022-09-30,772.0,34387.2,0,Другое,9.0,8,0.0,D,27.0,"2,54",152299.0,67.0
14282,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0056,30.4824,Комфорт,2023-09-30,148.0,4612.1,0,Другое,7.0,2,0.0,B,15.0,"2,59 - 2,6",139530.0,0.0
22881,78,"г Санкт-Петербург, ш Южное",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8579,30.4063,Комфорт,2017-06-28,240.0,11594.1,0,Другое,6.0,9,0.0,Не нормируется,25.0,,,
9680,78,"г Санкт-Петербург, район Петроградский, проспект Петровский, д. 9, литера К",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9626,30.2637,Элитный,2022-06-30,312.0,46190.0,0,Другое,9.0,8,0.0,A,11.0,"2,98 - 3,8",264090.0,0.0
22264,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0096,30.4809,Комфорт,2018-12-14,358.0,18123.8,0,Панель,7.0,2,0.0,A,25.0,,65826.0,
7702,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0218,30.4736,Комфорт,2025-12-31,0.0,0.0,0,Другое,6.0,4,0.0,Не нормируется,5.0,,,0.0
22272,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0111,30.4797,Комфорт,2018-12-17,247.0,11151.6,0,Другое,7.0,2,0.0,A,26.0,"2,59 - 2,69",64753.0,15.0
10118,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.005,30.4849,Комфорт,2020-12-28,173.0,5781.1,0,Другое,6.0,2,0.0,D,26.0,"2,59 - 2,69",75646.0,0.0
22364,78,"г Санкт-Петербург, наб Октябрьская",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8986,30.4457,Комфорт,2018-12-25,552.0,27030.0,0,Другое,9.0,8,0.0,D,25.0,,86279.0,
22291,78,"г Санкт-Петербург, пер Басков",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.94,30.3525,Элитный,2018-06-29,395.0,49120.0,0,Другое,8.0,10,0.0,B,9.0,,,
29653,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0072,30.4855,Комфорт,2020-12-18,231.0,9233.16,0,Панель,7.0,2,0.0,B,19.0,"2,65 - 2,7",86683.0,13.0
15001,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0017,30.4536,Комфорт,2020-12-28,113.0,4414.9,0,Другое,7.0,4,0.0,C,14.0,"2,55 - 2,59",85442.0,6.0
14998,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0021,30.4523,Комфорт,2020-12-28,136.0,4381.71,0,Другое,7.0,4,0.0,C,14.0,"2,55 - 2,59",86019.0,5.0
12061,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0032,30.4845,Комфорт,2023-09-30,0.0,0.0,0,Другое,6.0,2,0.0,Не нормируется,7.0,,,0.0
45757,78,"г Санкт-Петербург, улица Ремесленная, д. 17",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.957,30.2666,Элитный,2024-12-31,384.0,30736.0,0,Другое,5.0,9,0.0,B,10.0,"2,98 - 3,13",,21.0
14986,78,"г Санкт-Петербург, проспект Пискаревский, д. 145, литера А, корпус 3",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0017,30.4507,Комфорт,2021-12-21,0.0,0.0,0,Другое,7.0,5,0.0,Не нормируется,1.0,,75086.0,0.0
22885,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.026,30.4542,Комфорт,2017-12-20,324.0,12228.0,0,Другое,3.0,7,0.0,Не нормируется,20.0,,,
10078,78,"г Санкт-Петербург, набережная Октябрьская, д. 42",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8982,30.4479,Комфорт,2021-07-12,0.0,0.0,0,Другое,9.0,8,0.0,Не нормируется,6.0,,,0.0
22273,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0083,30.4803,Комфорт,2019-09-13,0.0,0.0,0,Другое,7.0,2,0.0,Не нормируется,4.0,,,0.0
14999,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0015,30.4535,Комфорт,2020-12-28,75.0,4556.7,0,Другое,7.0,4,0.0,C,14.0,"2,55 - 2,59",82038.0,6.0
14996,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.001,30.4561,Комфорт,2020-12-28,140.0,4550.27,0,Другое,7.0,3,0.0,C,14.0,"2,55 - 2,59",84602.0,6.0
22883,78,"г Санкт-Петербург, ш Южное, д. 49, литера Ф",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8591,30.4132,Комфорт,2017-11-09,345.0,15706.4,0,Другое,5.0,9,0.0,Не нормируется,25.0,,,
9709,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0365,30.2552,Комфорт,2019-12-02,161.0,8663.6,0,Панель,3.0,8,0.0,D,18.0,,83022.0,
22891,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0271,30.453,Комфорт,2017-10-31,324.0,12652.8,0,Другое,3.0,8,0.0,B,25.0,,,
22887,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.027,30.4529,Комфорт,2017-10-31,252.0,10950.2,0,Другое,3.0,8,0.0,B,20.0,,,
22357,78,"г Санкт-Петербург, наб Октябрьская, д. 40, литера Г2, корпус 2",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9008,30.4455,Комфорт,2019-08-14,581.0,30103.0,0,Другое,9.0,8,0.0,D,25.0,,86824.0,
23461,78,"Город Санкт-Петербург, Улица Савушкина",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.9824,30.2251,Бизнес,2017-12-15,758.0,52563.9,0,Другое,4.0,8,431.0,A,14.0,,,
9693,78,"г Санкт-Петербург, набережная Октябрьская, д. 42",ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,59.8977,30.4482,Комфорт,2021-07-29,147.0,7423.28,0,Другое,9.0,8,0.0,A,23.0,"2,54",112090.0,17.0
22253,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0167,30.4778,Комфорт,2019-12-12,409.0,16986.4,0,Другое,6.0,2,0.0,B,24.0,"2,59 - 2,69",69372.0,19.0
22873,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0389,30.2515,Комфорт,2018-12-26,570.0,24139.12,0,Другое,2.0,7,0.0,D,26.0,,81511.0,
22252,78,г Санкт-Петербург,ЛСР.НЕДВИЖИМОСТЬ-СЕВЕРО-ЗАПАД,60.0166,30.4767,Комфорт,2019-12-12,409.0,16953.2,0,Другое,6.0,2,0.0,B,24.0,"2,59 - 2,69",68283.0,18.0
